종목코드,종목명,현재가,대비,등락률(%),매도호가,매수호가,거래량(주),거래대금(원),시가,고가,저가,액면가,통화구분,상장주식수(주),상장시가총액(원),총카운트
003075,코오롱글로벌우,"28,450","200","0.71","28,550","28,400","3,127","89,639,550","28,250","29,000","28,250","5,000",원(KRW),"312,803","8,899,245,350",
144620,코오롱머티리얼,"3,860","40","1.05","3,865","3,860","1,038,684","3,978,980,530","3,810","3,965","3,675","1,000",원(KRW),"68,658,635","265,022,331,100",
102940,코오롱생명과학,"26,650","-1,600","5.66","26,650","26,600","264,237","6,989,675,650","26,000","27,250","25,500","500",원(KRW),"11,412,356","304,139,287,400",
002025,코오롱우,"14,800","-250","1.66","14,800","14,650","7,147","105,649,750","14,550","15,100","14,550","5,000",원(KRW),"1,076,390","15,930,572,000",
120110,코오롱인더,"42,350","50","0.12","42,350","42,300","359,172","15,191,637,400","42,200","43,450","41,100","5,000",원(KRW),"26,978,840","1,142,553,874,000",
120115,코오롱인더우,"22,950","-100","0.43","22,950","22,850","22,627","522,461,200","23,100","23,600","22,600","5,000",원(KRW),"2,767,860","63,522,387,000",
950160,코오롱티슈진,"8,010","0","0.00","0","0","0","0","0","0","0","0",미국달러(USD),"61,117,550","489,551,575,500",
138490,코오롱플라스틱,"4,755","145","3.15","4,760","4,755","487,917","2,342,773,750","4,610","4,895","4,610","1,000",원(KRW),"38,000,000","180,690,000,000",
021240,코웨이,"72,100","-400","0.55","72,200","72,100","351,291","25,119,829,300","72,500","72,500","70,800","500",원(KRW),"73,799,619","5,320,952,529,900",
033290,코웰패션,"5,670","-10","0.18","5,670","5,660","508,423","2,892,705,240","5,660","5,750","5,610","500",원(KRW),"88,500,234","501,796,326,780",
056360,코위버,"10,750","400","3.86","10,750","10,700","383,442","4,038,854,500","10,350","10,800","10,200","500",원(KRW),"9,796,800","105,315,600,000",
282880,코윈테크,"22,850","-100","0.44","22,850","22,800","58,706","1,338,038,800","22,800","23,250","22,350","500",원(KRW),"9,251,492","211,396,592,200",
121850,코이즈,"1,995","270","15.65","1,995","1,985","9,417,771","18,854,201,375","1,715","2,165","1,680","500",원(KRW),"15,411,517","30,745,976,415",
015710,코콤,"6,980","60","0.87","6,980","6,960","121,369","843,123,600","7,000","7,050","6,830","500",원(KRW),"17,530,500","122,362,890,000",
052330,코텍,"9,060","0","0.00","9,060","9,020","48,335","437,228,180","9,060","9,120","8,970","500",원(KRW),"15,574,552","141,105,441,120",
322780,코퍼스코리아,"2,140","-110","4.89","2,145","2,140","210,940","457,583,490","2,220","2,250","2,130","100",원(KRW),"34,305,674","73,414,142,360",
126600,코프라,"4,430","-200","4.32","4,435","4,430","715,416","3,211,493,185","4,585","4,590","4,410","500",원(KRW),"21,115,634","93,542,258,620",
200130,콜마비앤에이치,"50,100","-600","1.18","50,200","50,100","216,522","10,936,618,250","51,000","51,600","49,800","500",원(KRW),"29,543,558","1,480,132,255,800",
031820,콤텍시스템,"1,470","0","0.00","1,475","1,470","1,338,177","1,972,397,485","1,460","1,505","1,450","500",원(KRW),"67,851,466","99,741,655,020",
192400,쿠쿠홀딩스,"96,300","300","0.31","96,300","96,200","9,459","901,816,800","97,300","97,300","94,500","500",원(KRW),"7,112,437","684,927,683,100",
284740,쿠쿠홈시스,"37,350","-300","0.80","37,350","37,300","83,099","3,105,888,450","37,950","38,050","36,950","100",원(KRW),"22,437,330","838,034,275,500",
317690,퀀타매트릭스,"25,450","-100","0.39","25,500","25,450","1,272,868","33,218,890,300","25,150","27,350","24,850","500",원(KRW),"14,654,924","372,967,815,800",
060280,큐렉소,"8,240","10","0.12","8,240","8,230","191,775","1,559,094,650","8,090","8,320","8,000","500",원(KRW),"33,403,061","275,241,222,640",
015590,큐로,"635","-15","2.31","635","634","1,855,192","1,187,787,699","649","664","631","500",원(KRW),"227,211,638","144,279,390,130",
040350,큐로컴,"1,810","25","1.40","1,810","1,805","468,198","839,681,110","1,820","1,820","1,765","500",원(KRW),"119,466,889","216,235,069,090",
051780,큐로홀딩스,"604","-2","0.33","605","604","421,688","252,457,486","606","607","591","500",원(KRW),"120,600,795","72,842,880,180",
115180,큐리언트,"35,700","1,050","3.03","35,700","35,600","154,097","5,450,939,150","34,650","36,100","34,600","500",원(KRW),"8,843,589","315,716,127,300",
043090,큐브앤컴퍼니,"1,510","-60","3.82","1,510","1,505","639,056","961,903,655","1,545","1,560","1,420","500",원(KRW),"32,590,313","49,211,372,630",
182360,큐브엔터,"3,560","-195","5.19","3,565","3,560","698,757","2,533,218,965","3,715","3,780","3,540","100",원(KRW),"34,518,838","122,887,063,280",
066310,큐에스아이,"17,500","-500","2.78","17,500","17,350","150,259","2,622,662,300","17,700","18,050","16,750","500",원(KRW),"8,278,230","144,869,025,000",
136660,큐엠씨,"4,965","20","0.40","4,970","4,960","2,070","10,124,750","4,860","4,970","4,860","500",원(KRW),"9,443,800","46,888,467,000",
016600,큐캐피탈,"547","2","0.37","547","546","637,474","348,320,118","545","551","540","500",원(KRW),"167,901,923","91,842,351,881",
264900,크라운제과,"8,780","-50","0.57","8,810","8,780","6,098","53,644,370","8,820","8,900","8,680","200",원(KRW),"12,523,850","109,959,403,000",
26490K,크라운제과우,"9,600","-80","0.83","9,600","9,590","9,893","94,710,900","9,600","9,710","9,500","200",원(KRW),"773,560","7,426,176,000",
005740,크라운해태홀딩스,"8,660","50","0.58","8,680","8,660","14,732","127,528,880","8,720","8,750","8,590","500",원(KRW),"14,847,347","128,578,025,020",
005745,크라운해태홀딩스우,"11,900","-350","2.86","12,050","11,900","9,967","119,542,700","12,250","12,250","11,800","500",원(KRW),"600,726","7,148,639,400",
215570,크로넥스,"5,210","-50","0.95","5,200","4,930","72","360,660","5,250","5,250","5,000","500",원(KRW),"3,187,500","16,606,875,000",
043590,크로바하이텍,"1,490","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"23,300,000","34,717,000,000",
114120,크루셜텍,"1,410","15","1.08","1,410","1,405","205,032","292,609,305","1,390","1,475","1,370","1,000",원(KRW),"20,961,315","29,555,454,150",
110790,크리스에프앤씨,"23,150","-850","3.54","23,350","23,150","12,139","282,338,300","24,100","24,100","22,950","1,000",원(KRW),"11,715,480","271,213,362,000",
900250,크리스탈신소재,"1,685","20","1.20","1,685","1,680","562,213","937,221,990","1,675","1,685","1,650","0.5",미국달러(USD),"67,783,852","114,215,790,620",
083790,크리스탈지노믹스,"16,500","-50","0.30","16,550","16,500","1,139,926","18,891,599,100","16,900","17,150","16,050","500",원(KRW),"45,933,267","757,898,905,500",
045520,크린앤사이언스,"28,350","450","1.61","28,350","28,300","88,146","2,491,492,350","27,900","28,600","27,900","500",원(KRW),"6,500,000","184,275,000,000",
214150,클래시스,"15,200","250","1.67","15,250","15,200","146,085","2,195,806,600","15,000","15,200","14,750","100",원(KRW),"64,709,168","983,579,353,600",
352770,클리노믹스,"19,000","50","0.26","19,050","19,000","762,795","14,644,577,800","18,600","20,000","18,250","100",원(KRW),"13,315,141","252,987,679,000",
237880,클리오,"19,950","800","4.18","19,950","19,900","228,540","4,493,023,100","19,200","20,000","19,200","500",원(KRW),"17,150,088","342,144,255,600",
139670,키네마스터,"30,300","-500","1.62","30,600","30,300","243,700","7,549,508,450","30,700","33,450","29,950","500",원(KRW),"13,546,307","410,453,102,100",
020120,키다리스튜디오,"9,480","40","0.42","9,480","9,430","63,067","598,456,930","9,440","9,650","9,250","500",원(KRW),"18,505,691","175,433,950,680",
311270,키움제5호스팩,"2,065","0","0.00","2,060","2,045","34","70,090","2,040","2,075","2,040","100",원(KRW),"3,600,000","7,434,000,000",
039490,키움증권,"155,500","-6,500","4.01","156,000","155,500","428,191","66,870,920,500","162,500","162,500","150,500","5,000",원(KRW),"24,028,641","3,736,453,675,500",
012170,키위미디어그룹,"1,485","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"37,011,498","54,962,074,530",
054780,키이스트,"14,300","0","0.00","14,300","14,250","822,114","11,548,145,300","14,050","14,400","13,450","500",원(KRW),"17,071,366","244,120,533,800",
219130,타이거일렉,"14,700","850","6.14","14,750","14,700","286,337","4,106,398,750","13,900","14,850","13,600","500",원(KRW),"6,314,290","92,820,063,000",
180060,탑선,"12,250","150","1.24","12,250","11,900","196","2,368,600","12,100","12,300","11,700","500",원(KRW),"8,506,666","104,206,658,500",
065130,탑엔지니어링,"11,000","0","0.00","11,050","11,000","1,543,998","17,226,171,900","11,100","11,400","10,750","500",원(KRW),"15,976,257","175,738,827,000",
014580,태경비케이,"4,195","180","4.48","4,195","4,190","1,727,644","7,305,070,450","3,990","4,200","3,990","500",원(KRW),"27,583,100","115,711,104,500",
015890,태경산업,"5,670","-20","0.35","5,700","5,670","34,600","196,481,810","5,750","5,750","5,630","500",원(KRW),"29,228,750","165,727,012,500",
006890,태경케미컬,"14,350","450","3.24","14,400","14,350","1,731,546","25,471,670,800","13,900","15,650","13,750","500",원(KRW),"11,600,000","166,460,000,000",
023160,태광,"7,640","240","3.24","7,640","7,630","274,005","2,040,735,440","7,440","7,640","7,310","500",원(KRW),"26,500,000","202,460,000,000",
003240,태광산업,"827,000","-10,000","1.19","828,000","827,000","3,200","2,632,863,000","840,000","846,000","805,000","5,000",원(KRW),"1,113,400","920,781,800,000",
011280,태림포장,"5,610","190","3.51","5,620","5,610","4,041,884","23,140,233,220","5,630","5,880","5,550","500",원(KRW),"70,805,940","397,221,323,400",
053620,태양,"8,870","130","1.49","8,880","8,870","13,690","119,457,060","8,730","8,870","8,610","500",원(KRW),"8,600,000","76,282,000,000",
004100,태양금속,"1,145","25","2.23","1,150","1,145","158,882","180,582,930","1,120","1,155","1,120","500",원(KRW),"36,700,000","42,021,500,000",
004105,태양금속우,"2,795","-5","0.18","2,795","2,790","8,447","23,747,475","2,850","2,850","2,785","500",원(KRW),"3,300,000","9,223,500,000",
116100,태양기계,"730","20","2.82","729","659","2,205","1,620,330","651","740","651","500",원(KRW),"6,239,986","4,555,189,780",
009410,태영건설,"12,600","150","1.20","12,650","12,600","418,110","5,240,320,800","12,450","12,700","12,200","500",원(KRW),"38,899,098","490,128,634,800",
009415,태영건설우,"12,650","150","1.20","12,650","12,550","28,229","354,740,400","12,500","12,850","12,250","500",원(KRW),"1,302,142","16,472,096,300",
044490,태웅,"14,650","-400","2.66","14,700","14,650","185,208","2,716,807,600","14,750","15,000","14,400","500",원(KRW),"20,007,381","293,108,131,650",
124560,태웅로직스,"5,240","250","5.01","5,240","5,230","1,763,217","9,213,845,685","5,000","5,380","4,905","100",원(KRW),"19,536,792","102,372,790,080",
001420,태원물산,"4,245","45","1.07","4,245","4,220","60,679","257,178,390","4,200","4,305","4,155","500",원(KRW),"7,600,000","32,262,000,000",
007980,태평양물산,"1,960","-15","0.76","1,960","1,955","521,121","1,018,635,190","1,960","1,985","1,930","500",원(KRW),"48,149,587","94,373,190,520",
191420,테고사이언스,"28,750","-450","1.54","29,000","28,750","70,292","2,047,451,500","29,500","29,950","28,350","500",원(KRW),"8,085,634","232,461,977,500",
073640,테라사이언스,"2,745","50","1.86","2,760","2,745","1,204,813","3,292,798,585","2,760","2,795","2,660","100",원(KRW),"62,553,504","171,709,368,480",
182690,테라셈,"2,440","5","0.21","2,450","2,440","100,223","243,633,300","2,435","2,530","2,350","500",원(KRW),"21,163,148","51,638,081,120",
066700,테라젠이텍스,"9,550","-110","1.14","9,550","9,540","339,053","3,276,578,340","9,650","9,820","9,450","500",원(KRW),"32,414,435","309,557,854,250",
095610,테스,"28,250","-250","0.88","28,300","28,250","396,757","11,165,937,250","28,200","28,500","27,950","500",원(KRW),"19,768,226","558,452,384,500",
131970,테스나,"56,000","800","1.45","56,000","55,900","543,170","30,211,373,700","55,000","57,300","53,300","500",원(KRW),"14,759,577","826,536,312,000",
055490,테이팩스,"37,400","-600","1.58","37,400","37,100","82,710","3,057,362,350","37,850","37,850","36,400","500",원(KRW),"4,717,650","176,440,110,000",
308700,테크엔,"1,785","0","0.00","1,785","0","4","7,140","1,785","1,785","1,785","100",원(KRW),"4,000,000","7,140,000,000",
089030,테크윙,"22,600","0","0.00","22,650","22,600","893,580","20,458,202,400","22,850","23,500","22,150","500",원(KRW),"19,318,786","436,604,563,600",
258050,테크트랜스,"1,600","0","0.00","1,580","1,400","1","1,600","1,600","1,600","1,600","100",원(KRW),"7,195,543","11,512,868,800",
054450,텔레칩스,"16,600","-1,150","6.48","16,600","16,550","4,836,698","81,171,719,600","16,950","17,450","16,000","500",원(KRW),"13,505,911","224,198,122,600",
091440,텔레필드,"3,245","-5","0.15","3,245","3,220","52,667","170,137,495","3,250","3,280","3,190","500",원(KRW),"9,175,875","29,775,714,375",
078000,텔코웨어,"11,800","50","0.43","11,900","11,800","11,886","140,918,250","11,700","11,950","11,700","500",원(KRW),"9,702,706","114,491,930,800",
200230,텔콘RF제약,"5,360","-130","2.37","5,370","5,360","1,384,534","7,445,907,350","5,490","5,490","5,290","100",원(KRW),"87,509,012","469,048,304,320",
214420,토니모리,"8,510","210","2.53","8,510","8,500","44,902","377,127,980","8,380","8,510","8,290","200",원(KRW),"17,640,000","150,116,400,000",
215480,토박스코리아,"1,105","10","0.91","1,110","1,105","870,032","961,161,185","1,090","1,125","1,090","100",원(KRW),"45,025,370","49,753,033,850",
051360,토비스,"7,770","70","0.91","7,780","7,770","232,672","1,804,100,210","7,650","7,910","7,500","500",원(KRW),"16,717,058","129,891,540,660",
045340,토탈소프트,"15,800","1,000","6.76","15,850","15,800","955,646","15,029,022,950","15,500","16,750","14,800","500",원(KRW),"8,558,040","135,217,032,000",
108230,톱텍,"12,100","150","1.26","12,150","12,100","370,705","4,459,468,700","11,800","12,300","11,650","500",원(KRW),"38,023,245","460,081,264,500",
079970,투비소프트,"2,500","-10","0.40","2,500","2,495","429,883","1,076,589,485","2,510","2,615","2,445","500",원(KRW),"31,804,885","79,512,212,500",
199800,툴젠,"108,800","-5,700","4.98","108,800","108,500","20,715","2,263,011,100","115,900","115,900","105,500","500",원(KRW),"6,722,575","731,416,160,000",
105550,트루윈,"5,550","-90","1.60","5,550","5,540","504,228","2,829,147,460","5,830","5,880","5,420","500",원(KRW),"12,993,205","72,112,287,750",
026150,특수건설,"7,130","-20","0.28","7,140","7,130","338,028","2,400,666,410","7,100","7,210","6,980","500",원(KRW),"15,625,726","111,411,426,380",
322180,티라유텍,"17,050","-150","0.87","17,050","17,000","245,075","4,180,451,950","16,850","17,600","16,500","100",원(KRW),"5,433,750","92,645,437,500",
117730,티로보틱스,"7,480","-130","1.71","7,490","7,480","304,000","2,289,868,870","7,610","7,680","7,380","500",원(KRW),"11,158,858","83,468,257,840",
033830,티비씨,"1,010","0","0.00","1,010","1,005","463,289","470,189,795","1,005","1,035","1,000","500",원(KRW),"100,000,000","101,000,000,000",
057680,티사이언티픽,"3,355","-220","6.15","3,360","3,355","642,444","2,174,757,275","3,570","3,570","3,335","500",원(KRW),"46,826,217","157,101,958,035",
064760,티씨케이,"122,700","-2,300","1.84","122,800","122,700","58,851","7,193,921,600","124,500","124,500","120,000","500",원(KRW),"11,675,000","1,432,522,500,000",
246710,티앤알바이오팹,"15,850","-50","0.31","15,850","15,800","83,878","1,327,157,200","15,700","16,200","15,550","500",원(KRW),"8,430,915","133,630,002,750",
340570,티앤엘,"44,150","350","0.80","44,150","44,100","86,809","3,847,532,900","43,450","45,400","43,200","500",원(KRW),"4,064,000","179,425,600,000",
277880,티에스아이,"11,850","250","2.16","11,900","11,850","139,159","1,654,405,100","11,700","12,350","11,600","500",원(KRW),"9,267,115","109,815,312,750",
131290,티에스이,"57,800","-300","0.52","57,800","57,600","61,344","3,522,043,400","57,100","58,400","55,800","500",원(KRW),"11,061,429","639,350,596,200",
019180,티에이치엔,"3,480","-330","8.66","3,485","3,480","2,164,473","7,674,498,245","3,770","3,770","3,405","500",원(KRW),"18,000,000","62,640,000,000",
356860,티엘비,"59,300","2,700","4.77","59,300","59,200","503,755","29,682,554,300","57,100","60,700","55,600","500",원(KRW),"4,916,315","291,537,479,500",
062860,티엘아이,"8,950","10","0.11","8,960","8,950","112,570","1,011,077,990","8,880","9,300","8,640","500",원(KRW),"9,872,720","88,360,844,000",
363280,티와이홀딩스,"28,300","150","0.53","28,300","28,200","243,871","6,882,700,150","28,350","28,800","27,650","500",원(KRW),"37,500,902","1,061,275,526,600",
36328K,티와이홀딩스우,"25,300","0","0.00","25,300","25,250","20,208","508,791,350","25,350","25,550","24,900","500",원(KRW),"1,255,338","31,760,051,400",
321550,티움바이오,"20,550","-550","2.61","20,600","20,550","927,479","19,441,002,000","21,200","21,900","20,100","500",원(KRW),"23,783,926","488,759,679,300",
091810,티웨이항공,"2,605","15","0.58","2,605","2,600","972,414","2,516,214,865","2,590","2,625","2,520","500",원(KRW),"110,330,279","287,410,376,795",
004870,티웨이홀딩스,"1,055","15","1.44","1,060","1,055","289,867","304,271,930","1,040","1,075","1,030","500",원(KRW),"76,680,856","80,898,303,080",
191600,티케이씨,"7,030","-1,070","13.21","8,080","7,030","8","63,590","8,080","8,080","7,030","500",원(KRW),"2,850,000","20,035,500,000",
104480,티케이케미칼,"2,880","-105","3.52","2,880","2,875","3,217,742","9,302,554,590","2,955","2,980","2,805","500",원(KRW),"90,895,434","261,778,849,920",
309900,티티씨디펜스,"1,950","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"10,000,000","19,500,000,000",
081150,티플랙스,"3,075","-25","0.81","3,080","3,075","337,050","1,040,136,435","3,100","3,150","3,040","500",원(KRW),"24,268,402","74,625,336,150",
130740,티피씨글로벌,"4,200","-200","4.55","4,200","4,195","889,325","3,771,755,525","4,330","4,400","4,090","500",원(KRW),"10,903,267","45,793,721,400",
217880,틸론,"8,150","20","0.25","8,370","8,150","5,628","46,444,850","8,130","8,390","8,130","500",원(KRW),"3,430,317","27,957,083,550",
084730,팅크웨어,"16,050","-450","2.73","16,050","16,000","926,076","14,878,173,350","16,000","16,400","15,500","500",원(KRW),"10,425,682","167,332,196,100",
046210,파나진,"4,755","-45","0.94","4,755","4,750","61,676","291,360,740","4,890","4,890","4,670","500",원(KRW),"32,136,660","152,809,818,300",
034230,파라다이스,"15,700","450","2.95","15,700","15,650","1,504,391","23,379,759,650","15,100","15,850","14,900","500",원(KRW),"90,942,672","1,427,799,950,400",
033540,파라텍,"15,050","-750","4.75","15,150","15,050","727,903","10,991,662,250","15,800","16,050","14,500","500",원(KRW),"16,983,690","255,604,534,500",
043200,파루,"2,655","0","0.00","2,660","2,655","557,757","1,489,224,185","2,655","2,735","2,620","500",원(KRW),"38,785,447","102,975,361,785",
217950,파마리서치바이오,"13,800","0","0.00","13,850","13,650","105","1,453,300","13,900","13,900","13,600","500",원(KRW),"4,049,391","55,881,595,800",
214450,파마리서치프로덕트,"55,400","200","0.36","55,500","55,400","125,037","7,052,752,800","55,200","57,700","55,100","500",원(KRW),"9,789,072","542,314,588,800",
208340,파멥신,"21,500","-350","1.60","21,600","21,500","244,087","5,318,097,750","22,000","22,300","21,400","500",원(KRW),"14,234,550","306,042,825,000",
005690,파미셀,"16,100","-350","2.13","16,150","16,100","902,417","14,677,573,500","16,500","16,600","16,050","500",원(KRW),"59,958,950","965,339,095,000",
177830,파버나인,"5,580","120","2.20","5,580","5,570","884,744","4,914,996,470","5,570","5,670","5,420","500",원(KRW),"13,532,347","75,510,496,260",
037070,파세코,"13,400","0","0.00","13,400","13,350","98,215","1,317,561,900","13,500","13,550","13,200","500",원(KRW),"14,000,000","187,600,000,000",
150900,파수,"9,310","320","3.56","9,310","9,300","177,727","1,622,051,360","8,990","9,400","8,710","500",원(KRW),"11,153,093","103,835,295,830",
037030,파워넷,"6,310","320","5.34","6,320","6,310","11,501,328","75,746,666,680","6,000","7,190","5,870","1,000",원(KRW),"16,243,783","102,498,270,730",
047310,파워로직스,"9,640","-360","3.60","9,650","9,640","2,962,083","28,816,988,530","9,850","10,100","9,420","500",원(KRW),"34,420,982","331,818,266,480",
266870,파워풀엑스,"868","-32","3.56","867","805","2,087","1,813,549","900","900","868","500",원(KRW),"6,408,680","5,562,734,240",
170790,파이오링크,"12,950","50","0.39","13,000","12,950","43,737","558,492,950","12,800","13,050","12,600","500",원(KRW),"6,856,330","88,789,473,500",
049120,파인디앤씨,"1,700","10","0.59","1,700","1,690","87,497","147,922,085","1,675","1,715","1,670","500",원(KRW),"26,359,944","44,811,904,800",
038950,파인디지털,"7,350","-280","3.67","7,370","7,350","221,799","1,650,512,560","7,610","7,630","7,310","500",원(KRW),"10,210,765","75,049,122,750",
278990,파인이엠텍,"5,200","0","0.00","5,200","4,510","99","514,800","5,200","5,200","5,200","500",원(KRW),"3,624,222","18,845,954,400",
106240,파인테크닉스,"4,565","-10","0.22","4,565","4,560","1,749,626","8,109,762,255","4,575","4,840","4,400","500",원(KRW),"43,407,136","198,153,575,840",
131760,파인텍,"1,595","-5","0.31","1,595","1,590","677,554","1,086,903,125","1,600","1,635","1,565","500",원(KRW),"42,925,080","68,465,502,600",
065690,파커스,"2,825","-60","2.08","2,825","2,815","75,331","213,015,560","2,875","2,895","2,800","500",원(KRW),"13,963,509","39,446,912,925",
140860,파크시스템스,"89,900","2,200","2.51","89,900","89,800","80,684","7,277,408,400","88,100","92,100","85,800","500",원(KRW),"6,668,855","599,530,064,500",
091700,파트론,"11,100","-50","0.45","11,100","11,050","1,689,794","18,831,567,950","11,150","11,400","10,900","500",원(KRW),"54,156,410","601,136,151,000",
038160,팍스넷,"862","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"12,240,376","10,551,204,112",
202960,판도라티비,"520","-85","14.05","580","520","31,250","16,357,179","688","688","515","500",원(KRW),"11,915,582","6,196,102,640",
032800,판타지오,"843","12","1.44","843","839","971,154","803,752,126","822","844","780","500",원(KRW),"72,703,943","61,289,423,949",
318010,팜스빌,"10,800","50","0.47","10,850","10,800","39,915","433,655,900","10,950","10,950","10,750","500",원(KRW),"7,929,338","85,636,850,400",
036580,팜스코,"6,560","-130","1.94","6,560","6,530","211,693","1,366,617,460","6,550","6,730","6,190","500",원(KRW),"36,727,943","240,935,306,080",
027710,팜스토리,"1,180","15","1.29","1,185","1,180","558,986","656,320,775","1,165","1,190","1,155","500",원(KRW),"111,416,600","131,471,588,000",
225590,패션플랫폼,"1,370","80","6.20","1,370","1,365","325,694","433,161,560","1,290","1,385","1,265","100",원(KRW),"26,636,713","36,492,296,810",
054300,팬스타엔터프라이즈,"699","4","0.58","699","698","539,866","376,524,427","694","707","689","500",원(KRW),"52,447,890","36,661,075,110",
068050,팬엔터테인먼트,"5,810","-20","0.34","5,810","5,800","630,446","3,644,009,970","5,710","5,910","5,610","500",원(KRW),"27,247,982","158,310,775,420",
028670,팬오션,"4,860","-60","1.22","4,865","4,860","5,345,372","26,375,836,655","4,950","5,130","4,780","1,000",원(KRW),"534,569,512","2,598,007,828,320",
222110,팬젠,"9,650","70","0.73","9,700","9,650","54,647","516,034,890","9,600","9,680","9,350","500",원(KRW),"9,641,781","93,043,186,650",
010820,퍼스텍,"2,190","-90","3.95","2,190","2,185","1,304,637","2,859,428,365","2,255","2,275","2,160","500",원(KRW),"48,061,460","105,254,597,400",
016800,퍼시스,"28,950","0","0.00","28,950","28,850","2,829","81,007,150","29,000","29,000","28,500","1,000",원(KRW),"11,500,000","332,925,000,000",
263750,펄어비스,"267,800","7,000","2.68","267,900","267,800","53,835","14,322,445,000","257,100","270,900","257,100","500",원(KRW),"13,079,850","3,502,783,830,000",
251970,펌텍코리아,"14,950","0","0.00","15,000","14,950","67,283","999,978,550","14,800","15,100","14,650","500",원(KRW),"12,400,000","185,380,000,000",
001020,페이퍼코리아,"2,590","-35","1.33","2,600","2,590","1,608,332","4,368,170,355","2,660","2,865","2,550","500",원(KRW),"35,425,885","91,753,042,150",
327610,펨토바이오메드,"17,350","-300","1.70","17,300","16,750","1,219","20,969,350","17,650","17,850","17,000","500",원(KRW),"5,540,045","96,119,780,750",
087010,펩트론,"15,350","50","0.33","15,350","15,300","187,800","2,851,157,000","15,500","15,500","15,000","500",원(KRW),"15,326,500","235,261,775,000",
090080,평화산업,"1,205","5","0.42","1,205","1,200","228,239","273,644,200","1,195","1,220","1,175","500",원(KRW),"54,902,259","66,157,222,095",
043370,평화정공,"10,000","-200","1.96","10,050","10,000","484,904","4,951,841,880","10,150","10,600","9,920","500",원(KRW),"21,000,000","210,000,000,000",
010770,평화홀딩스,"3,800","-100","2.56","3,800","3,775","54,415","204,954,980","3,900","3,900","3,600","500",원(KRW),"14,625,466","55,576,770,800",
119500,포메탈,"4,315","-175","3.90","4,315","4,310","969,064","4,182,048,435","4,410","4,490","4,040","500",원(KRW),"11,847,232","51,120,806,080",
016670,포비스티앤씨,"973","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"86,559,394","84,222,290,362",
056730,포스링크,"1,550","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"70,703,912","109,591,063,600",
022100,포스코 ICT,"8,180","10","0.12","8,190","8,180","2,814,858","22,996,240,880","8,180","8,350","8,030","500",원(KRW),"152,034,729","1,243,644,083,220",
058430,포스코강판,"17,700","-300","1.67","17,750","17,700","67,086","1,187,926,100","17,950","18,000","17,450","5,000",원(KRW),"6,000,000","106,200,000,000",
009520,포스코엠텍,"4,780","75","1.59","4,780","4,765","640,127","3,066,750,135","4,715","4,870","4,630","500",원(KRW),"41,642,703","199,052,120,340",
047050,포스코인터내셔널,"15,100","-50","0.33","15,100","15,050","1,101,763","16,577,712,700","15,250","15,300","14,700","5,000",원(KRW),"123,375,149","1,862,964,749,900",
003670,포스코케미칼,"127,500","0","0.00","128,000","127,500","641,264","80,106,219,500","124,500","128,500","121,000","500",원(KRW),"60,988,220","7,775,998,050,000",
189690,포시에스,"7,480","260","3.60","7,480","7,470","36,803","272,719,520","7,220","7,480","7,220","500",원(KRW),"8,260,611","61,789,370,280",
318020,포인트모바일,"67,000","3,900","6.18","67,000","66,900","1,831,999","121,828,560,200","62,600","69,300","62,200","100",원(KRW),"6,430,586","430,849,262,000",
256630,포인트엔지니어링,"3,150","-5","0.16","3,155","3,150","1,180,814","3,717,051,490","3,150","3,195","3,080","100",원(KRW),"56,721,562","178,672,920,300",
141020,포티스,"108","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"174,440,126","18,839,533,608",
354230,폭스소프트,"20,900","0","0.00","20,900","20,100","0","0","0","0","0","500",원(KRW),"600,000","12,540,000,000",
007630,폴루스바이오팜,"1,225","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"45,007,695","55,134,426,375",
290720,푸드나무,"23,900","-250","1.04","23,950","23,900","25,342","608,782,100","24,200","24,300","23,800","500",원(KRW),"6,806,034","162,664,212,600",
005670,푸드웰,"7,130","50","0.71","7,170","7,130","201,727","1,439,527,370","7,080","7,270","6,950","500",원(KRW),"10,000,000","71,300,000,000",
094940,푸른기술,"12,850","450","3.63","12,850","12,800","413,397","5,344,022,600","12,300","13,200","12,300","500",원(KRW),"6,574,202","84,478,495,700",
007330,푸른저축은행,"8,040","-30","0.37","8,040","8,030","19,430","156,520,030","8,020","8,200","7,950","1,000",원(KRW),"15,082,800","121,265,712,000",
017810,풀무원,"17,950","100","0.56","17,950","17,900","140,617","2,501,482,700","17,850","18,000","17,450","500",원(KRW),"38,120,539","684,263,675,050",
093380,풍강,"4,100","50","1.23","4,105","4,100","484,170","1,968,239,705","4,020","4,160","3,960","500",원(KRW),"9,879,313","40,505,183,300",
023900,풍국주정,"21,250","-300","1.39","21,400","21,250","119,290","2,551,992,500","21,600","21,750","21,100","500",원(KRW),"12,600,000","267,750,000,000",
103140,풍산,"29,750","-450","1.49","29,750","29,700","464,460","13,672,158,800","30,150","30,150","29,050","5,000",원(KRW),"28,024,278","833,722,270,500",
